\\FS1\Docs2\brendan.roycroft\My Documents\brwork\SFI\Confirm\Results\EpiRoughening\wafer\wafer_001063
0,12207031;0 3 3 2 0 1 2 2 0 4 -1 2 2 -1 7 6 5 9 7 10 14 19 29 38 58 96 161 275 465 753 1172 1633 
0,24414062;0 3 2 2 1 2 3 -1 0 3 0 1 4 -1 7 4 6 6 9 11 16 19 28 37 56 98 165 279 467 763 1182 1648 
0,36621093;3 4 1 2 2 0 3 1 0 3 1 1 3 0 6 6 4 7 7 9 12 20 27 36 57 96 164 282 471 770 1194 1659 
0,48828124;-1 7 0 3 3 -2 3 0 1 3 1 2 2 -2 3 5 7 6 7 11 12 20 29 37 59 100 166 286 475 777 1202 1672 
0,61035155;4 2 0 3 1 0 4 0 0 2 -1 0 3 -2 6 3 1 7 6 9 13 20 30 36 56 100 170 284 479 780 1211 1682 
0,73242186;1 5 0 1 2 1 2 2 1 4 2 1 2 -1 6 6 5 5 8 9 14 17 30 37 59 97 168 288 481 784 1221 1694 
0,85449217;2 3 0 3 5 3 3 2 1 4 2 3 4 -1 4 5 7 8 6 12 13 19 29 38 59 99 169 290 486 793 1232 1707 
0,97656248;2 4 2 3 2 2 5 1 1 2 1 0 2 -3 8 4 7 6 8 9 15 20 29 36 60 100 169 293 490 800 1241 1719 
1,09863279;-1 3 5 5 1 0 3 4 1 -1 1 2 2 0 5 4 7 6 9 7 13 21 29 40 61 101 170 296 494 806 1251 1731 
1,2207031;0 4 0 5 2 0 2 0 1 2 0 0 4 -1 5 2 4 8 7 12 14 19 28 36 59 100 173 296 499 811 1261 1745 
1,34277341;2 5 2 4 0 2 1 0 3 4 -1 2 4 -3 3 4 5 7 9 13 12 20 30 38 60 104 174 296 501 820 1273 1752 
1,46484372;3 4 2 3 -2 0 2 1 1 1 1 0 4 -1 4 3 5 5 9 11 13 23 29 38 60 102 177 301 506 825 1279 1765 
1,58691403;2 5 -3 4 2 3 1 5 3 1 0 4 5 2 9 4 3 8 8 12 16 20 30 39 61 103 176 302 512 833 1290 1779 
1,70898434;1 1 0 3 1 1 2 1 0 2 0 1 4 0 4 6 5 7 8 10 15 20 31 40 62 106 176 306 516 837 1300 1789 
1,83105465;-1 4 -1 1 2 2 2 1 1 3 0 0 3 -2 4 5 5 7 9 11 13 19 33 39 61 107 178 305 520 846 1311 1804 
1,95312496;0 5 1 0 3 1 1 2 -1 2 3 2 2 3 6 6 4 8 10 10 13 22 32 36 62 104 179 307 522 853 1317 1816 
2,07519527;4 4 0 2 -1 0 0 1 0 5 0 0 2 1 5 5 5 7 6 11 16 19 30 39 63 107 180 309 526 857 1328 1827 
2,19726558;1 3 1 2 2 1 3 0 0 1 1 2 3 -2 6 5 3 6 8 11 14 21 29 40 63 107 182 311 530 863 1335 1838 
2,31933589;2 6 3 3 0 4 4 0 1 1 0 2 5 -2 6 3 4 6 10 13 18 23 32 40 65 109 180 314 536 868 1348 1850 
2,4414062;0 4 0 3 1 3 1 3 1 2 -1 1 5 4 6 5 6 6 12 13 15 23 30 39 63 109 184 313 536 877 1356 1863 
2,56347651;2 6 2 2 3 1 4 0 3 1 1 1 1 0 7 4 6 7 6 11 15 22 31 43 64 109 185 312 543 884 1365 1878 
2,68554682;0 2 1 2 2 2 1 3 2 3 1 1 5 1 6 4 4 6 9 14 17 21 31 41 63 107 187 318 545 892 1379 1891 
2,80761713;2 4 -1 4 0 1 2 0 0 3 -1 1 3 -1 6 6 6 7 10 11 15 21 32 43 65 111 185 321 546 896 1387 1904 
2,92968744;-3 4 0 1 -1 1 1 0 2 1 -1 2 5 -3 6 2 4 7 8 12 16 21 31 41 62 110 187 322 552 905 1397 1919 
3,05175775;2 5 1 3 3 1 0 0 2 2 4 2 4 0 7 7 6 6 8 12 17 21 30 43 64 110 189 323 557 911 1409 1931 
3,17382806;1 5 3 4 2 4 2 2 1 1 1 0 3 -1 5 4 5 8 8 11 18 21 35 39 64 109 190 324 558 917 1417 1943 
3,29589837;0 6 1 2 2 4 2 4 0 3 1 1 2 -2 5 4 5 7 8 11 15 21 31 44 65 111 192 327 563 924 1429 1958 
3,41796868;1 3 2 2 0 0 2 2 0 3 0 1 2 -1 8 5 6 9 8 12 17 21 34 42 67 111 191 330 565 930 1436 1966 
3,54003899;3 5 -1 1 4 0 1 1 2 1 0 0 3 -2 7 4 2 7 6 16 15 19 33 42 66 113 193 328 567 937 1446 1981 
3,6621093;3 4 3 0 2 1 2 2 2 5 0 3 5 0 6 3 3 7 8 12 15 22 33 45 65 115 191 331 573 941 1455 1990 
3,78417961;1 3 1 2 2 0 2 2 1 2 1 -1 3 -2 4 5 5 9 9 14 17 25 31 43 68 113 193 333 574 944 1462 2003 
3,90624992;1 3 0 3 2 2 3 1 0 2 1 -2 2 -2 9 4 3 9 8 12 13 20 35 42 67 115 195 335 581 955 1472 2011 
4,02832023;4 4 2 1 2 -2 0 1 1 5 -3 3 4 -3 6 4 2 9 9 13 17 20 33 43 68 113 194 337 582 960 1479 2024 
4,15039054;1 2 1 3 1 2 1 0 1 1 -1 1 3 -2 8 3 7 8 8 13 15 20 34 42 65 117 198 337 584 961 1489 2035 
4,27246085;0 2 0 2 0 2 1 -2 -2 3 1 -2 3 2 5 1 4 8 8 12 17 24 33 42 66 116 199 338 587 969 1502 2050 
4,39453116;2 3 -1 3 2 -1 4 4 1 -2 -1 3 4 -3 6 5 5 9 7 15 19 23 34 42 71 116 198 341 591 974 1505 2059 
4,51660147;3 4 0 0 2 3 3 0 1 2 4 5 5 0 5 7 5 6 8 11 16 23 33 40 69 115 197 342 592 980 1516 2072 
