,x_base,y_base
0,-15.5,1.0
1,-15.499,1.0000182499854693
2,-15.498000000000001,1.0001637212043468
3,-15.497000000000002,1.0004533126096404
4,-15.496000000000002,1.000885614428347
5,-15.495000000000003,1.0014592168874628
6,-15.494000000000003,1.0021727102139852
7,-15.493000000000004,1.0030246846349105
8,-15.492000000000004,1.0040137303772352
9,-15.491000000000005,1.0051384376679562
10,-15.490000000000006,1.0063973967340707
11,-15.489000000000006,1.0077891978025746
12,-15.488000000000007,1.0093124311004649
13,-15.487000000000007,1.0109656868547385
14,-15.486000000000008,1.012747555292392
15,-15.485000000000008,1.014656626640422
16,-15.484000000000009,1.0166914911258251
17,-15.48300000000001,1.0188507389755983
18,-15.48200000000001,1.021132960416738
19,-15.48100000000001,1.0235367456762414
20,-15.480000000000011,1.0260606849811045
21,-15.479000000000012,1.0287033685583242
22,-15.478000000000012,1.0314633866348977
23,-15.477000000000013,1.0343393294378214
24,-15.476000000000013,1.0373297871940919
25,-15.475000000000014,1.0404333501307057
26,-15.474000000000014,1.0436486084746597
27,-15.473000000000015,1.0469741524529512
28,-15.472000000000016,1.0504085722925758
29,-15.471000000000016,1.053950458220531
30,-15.470000000000017,1.057598400463813
31,-15.469000000000017,1.0613509892494193
32,-15.468000000000018,1.0652068148043454
33,-15.467000000000018,1.0691644673555891
34,-15.466000000000019,1.0732225371301467
35,-15.46500000000002,1.0773796143550145
36,-15.46400000000002,1.0816342892571897
37,-15.46300000000002,1.085985152063669
38,-15.462000000000021,1.0904307930014487
39,-15.461000000000022,1.094969802297526
40,-15.460000000000022,1.0996007701788972
41,-15.459000000000023,1.1043222868725593
42,-15.458000000000023,1.1091329426055088
43,-15.457000000000024,1.1140313276047427
44,-15.456000000000024,1.1190160320972569
45,-15.455000000000025,1.124085646310049
46,-15.454000000000025,1.1292387604701155
47,-15.453000000000026,1.1344739648044526
48,-15.452000000000027,1.1397898495400576
49,-15.451000000000027,1.1451850049039272
50,-15.450000000000028,1.1506580211230575
51,-15.449000000000028,1.1562074884244455
52,-15.448000000000029,1.161831997035088
53,-15.44700000000003,1.1675301371819817
54,-15.44600000000003,1.1733004990921236
55,-15.44500000000003,1.1791416729925097
56,-15.444000000000031,1.1850522491101372
57,-15.443000000000032,1.1910308176720026
58,-15.442000000000032,1.1970759689051027
59,-15.441000000000033,1.2031862930364343
60,-15.440000000000033,1.2093603802929938
61,-15.439000000000034,1.215596820901778
62,-15.438000000000034,1.2218942050897836
63,-15.437000000000035,1.2282511230840076
64,-15.436000000000035,1.2346661651114466
65,-15.435000000000036,1.241137921399097
66,-15.434000000000037,1.2476649821739558
67,-15.433000000000037,1.2542459376630193
68,-15.432000000000038,1.2608793780932845
69,-15.431000000000038,1.2675638936917482
70,-15.430000000000039,1.274298074685407
71,-15.42900000000004,1.2810805113012576
72,-15.42800000000004,1.2879097937662967
73,-15.42700000000004,1.2947845123075208
74,-15.426000000000041,1.301703257151927
75,-15.425000000000042,1.3086646185265116
76,-15.424000000000042,1.3156671866582712
77,-15.423000000000043,1.3227095517742031
78,-15.422000000000043,1.3297903041013037
79,-15.421000000000044,1.3369080338665698
80,-15.420000000000044,1.3440613312969978
81,-15.419000000000045,1.3512487866195846
82,-15.418000000000045,1.3584689900613267
83,-15.417000000000046,1.3657205318492212
84,-15.416000000000047,1.3730020022102647
85,-15.415000000000047,1.3803119913714537
86,-15.414000000000048,1.3876490895597846
87,-15.413000000000048,1.3950118870022548
88,-15.412000000000049,1.4023989739258607
89,-15.41100000000005,1.409808940557599
90,-15.41000000000005,1.4172403771244664
91,-15.40900000000005,1.4246918738534593
92,-15.408000000000051,1.432162020971575
93,-15.407000000000052,1.4396494087058098
94,-15.406000000000052,1.4471526272831607
95,-15.405000000000053,1.454670266930624
96,-15.404000000000053,1.4622009178751962
97,-15.403000000000054,1.469743170343875
98,-15.402000000000054,1.4772956145636562
99,-15.401000000000055,1.4848568407615366
100,-15.400000000000055,1.492425439164513
101,-15.399000000000056,1.499999999999583
102,-15.398000000000057,1.5079049290299504
103,-15.397000000000057,1.516455297159285
104,-15.396000000000058,1.5256356923251684
105,-15.395000000000058,1.5354307024651836
106,-15.394000000000059,1.5458249155169133
107,-15.39300000000006,1.5568029194179396
108,-15.39200000000006,1.5683493021058454
109,-15.39100000000006,1.5804486515182135
110,-15.390000000000061,1.5930855555926262
111,-15.389000000000062,1.6062446022666657
112,-15.388000000000062,1.6199103794779148
113,-15.387000000000063,1.6340674751639568
114,-15.386000000000063,1.6487004772623732
115,-15.385000000000064,1.6637939737107472
116,-15.384000000000064,1.6793325524466611
117,-15.383000000000065,1.6953008014076976
118,-15.382000000000065,1.7116833085314394
119,-15.381000000000066,1.7284646617554686
120,-15.380000000000067,1.7456294490173683
121,-15.379000000000067,1.7631622582547206
122,-15.378000000000068,1.7810476774051085
123,-15.377000000000068,1.7992702944061145
124,-15.376000000000069,1.8178146971953208
125,-15.37500000000007,1.8366654737103105
126,-15.37400000000007,1.8558072118886655
127,-15.37300000000007,1.8752244996679688
128,-15.372000000000071,1.8949019249858032
129,-15.371000000000071,1.9148240757797508
130,-15.370000000000072,1.9349755399873945
131,-15.369000000000073,1.9553409055463162
132,-15.368000000000073,1.9759047603940996
133,-15.367000000000074,1.9966516924683266
134,-15.366000000000074,2.0175662897065796
135,-15.365000000000075,2.038633140046441
136,-15.364000000000075,2.059836831425495
137,-15.363000000000076,2.081161951781322
138,-15.362000000000076,2.102593089051506
139,-15.361000000000077,2.1241148311736286
140,-15.360000000000078,2.145711766085273
141,-15.359000000000078,2.1673684817240213
142,-15.358000000000079,2.189069566027457
143,-15.35700000000008,2.2107996069331617
144,-15.35600000000008,2.2325431923787185
145,-15.35500000000008,2.2542849103017097
146,-15.354000000000081,2.2760093486397177
147,-15.353000000000081,2.297701095330326
148,-15.352000000000082,2.3193447383111154
149,-15.351000000000083,2.3409248655196704
150,-15.350000000000083,2.3624260648935724
151,-15.349000000000084,2.3838329243704046
152,-15.348000000000084,2.405130031887749
153,-15.347000000000085,2.4263019753831885
154,-15.346000000000085,2.4473333427943054
155,-15.345000000000086,2.468208722058683
156,-15.344000000000086,2.488912701113903
157,-15.343000000000087,2.5094298678975484
158,-15.342000000000088,2.529744810347201
159,-15.341000000000088,2.549842116400445
160,-15.340000000000089,2.569706373994862
161,-15.33900000000009,2.5893221710680336
162,-15.33800000000009,2.6086740955575443
