mu,int_axis,int_points,Correlation,int_axis_average,int_points_average
0.0,"[-14.83196639 -13.89577916 -12.95959192 -12.02340468 -11.08721744
 -10.15103021  -9.21484297  -8.27865573  -7.34246849  -6.40628126
  -5.47009402  -4.53390678  -3.59771954  -2.66153231  -1.72534507
  -0.78915783   0.14702941   1.08321664   2.01940388   2.95559112
   3.89177836   4.82796559   5.76415283   6.70034007   7.63652731
   8.57271454   9.50890178  10.44508902  11.38127626  12.31746349
  13.25365073  14.18983797]","[0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 8.78453657e-292
 2.60293120e-193 3.13417566e-121 7.53404461e-071 9.49826672e-038
 8.32349890e-018 3.13558224e-007 1.21410702e-002 2.56307608e-001
 3.29370154e-001 1.63978602e-001 1.35239588e-003 1.06383379e-009
 8.92895832e-023 2.39617590e-046 2.60205308e-084 6.93966562e-141
 1.41924983e-220 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000]",0.9837868240115695,-5.470094018803763,2.447116078074996e-37
0.10000000000000009,"[-14.83196639 -13.89577916 -12.95959192 -12.02340468 -11.08721744
 -10.15103021  -9.21484297  -8.27865573  -7.34246849  -6.40628126
  -5.47009402  -4.53390678  -3.59771954  -2.66153231  -1.72534507
  -0.78915783   0.14702941   1.08321664   2.01940388   2.95559112
   3.89177836   4.82796559   5.76415283   6.70034007   7.63652731
   8.57271454   9.50890178  10.44508902  11.38127626  12.31746349
  13.25365073  14.18983797]","[0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 4.59526948e-304
 1.74174500e-202 8.17082794e-128 2.48462458e-075 1.37902391e-040
 1.99840819e-019 5.09815530e-008 6.18400514e-003 2.27296287e-001
 3.29929788e-001 1.98579435e-001 3.16744466e-003 8.98684432e-009
 6.06414955e-021 3.25479512e-043 1.91224873e-079 8.04369599e-134
 8.09745032e-211 3.52242081e-315 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000]",0.9835247980557899,-4.533906781356274,3.8722939745083786e-18
0.20000000000000018,"[-14.83196639 -13.89577916 -12.95959192 -12.02340468 -11.08721744
 -10.15103021  -9.21484297  -8.27865573  -7.34246849  -6.40628126
  -5.47009402  -4.53390678  -3.59771954  -2.66153231  -1.72534507
  -0.78915783   0.14702941   1.08321664   2.01940388   2.95559112
   3.89177836   4.82796559   5.76415283   6.70034007   7.63652731
   8.57271454   9.50890178  10.44508902  11.38127626  12.31746349
  13.25365073  14.18983797]","[0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 1.04093303e-316
 5.75089419e-212 1.18987028e-134 5.14488546e-080 1.40224561e-043
 3.71636359e-021 7.03001581e-009 2.87632850e-003 1.94522663e-001
 3.29899378e-001 2.30988468e-001 6.73405564e-003 6.38723181e-008
 3.16119918e-019 3.06579243e-040 8.73002239e-075 5.14901720e-127
 2.25242727e-201 1.40603092e-302 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000]",0.9729933761226225,-3.5977195439087817,5.31095071824771e-08
0.30000000000000004,"[-14.83196639 -13.89577916 -12.95959192 -12.02340468 -11.08721744
 -10.15103021  -9.21484297  -8.27865573  -7.34246849  -6.40628126
  -5.47009402  -4.53390678  -3.59771954  -2.66153231  -1.72534507
  -0.78915783   0.14702941   1.08321664   2.01940388   2.95559112
   3.89177836   4.82796559   5.76415283   6.70034007   7.63652731
   8.57271454   9.50890178  10.44508902  11.38127626  12.31746349
  13.25365073  14.18983797]","[0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 9.24250977e-222 9.55460691e-142 6.60848498e-085 9.87423340e-047
 5.29818929e-023 8.14696111e-010 1.21342091e-003 1.59800047e-001
 3.29244180e-001 2.59457283e-001 1.30841541e-002 3.85419200e-007
 1.27797222e-017 2.02520413e-037 2.50608404e-070 1.84396058e-120
 3.09661793e-192 2.43449390e-290 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000]",0.9527225727402322,-2.6615323064612944,0.0016981429606311937
0.40000000000000013,"[-14.83196639 -13.89577916 -12.95959192 -12.02340468 -11.08721744
 -10.15103021  -9.21484297  -8.27865573  -7.34246849  -6.40628126
  -5.47009402  -4.53390678  -3.59771954  -2.66153231  -1.72534507
  -0.78915783   0.14702941   1.08321664   2.01940388   2.95559112
   3.89177836   4.82796559   5.76415283   6.70034007   7.63652731
   8.57271454   9.50890178  10.44508902  11.38127626  12.31746349
  13.25365073  14.18983797]","[0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 7.13166283e-232 4.17599370e-149 5.20152299e-090 4.76069239e-050
 5.73039193e-025 7.86152401e-011 4.61027343e-004 1.25324156e-001
 3.27372558e-001 2.82880364e-001 2.33859616e-002 1.99219448e-006
 4.04767030e-016 9.48751283e-035 4.57839826e-066 3.74204932e-114
 2.13278789e-183 1.85466929e-278 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000]",0.9251529330056572,-1.7253450690138041,0.06657680466238165
0.5,"[-14.83196639 -13.89577916 -12.95959192 -12.02340468 -11.08721744
 -10.15103021  -9.21484297  -8.27865573  -7.34246849  -6.40628126
  -5.47009402  -4.53390678  -3.59771954  -2.66153231  -1.72534507
  -0.78915783   0.14702941   1.08321664   2.01940388   2.95559112
   3.89177836   4.82796559   5.76415283   6.70034007   7.63652731
   8.57271454   9.50890178  10.44508902  11.38127626  12.31746349
  13.25365073  14.18983797]","[0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 2.60584550e-242 9.80528905e-157 2.47807998e-095 1.55361518e-053
 4.65280182e-027 6.25747997e-012 1.56604458e-004 9.33065298e-002
 3.23320843e-001 3.00858827e-001 3.86951765e-002 8.89776299e-006
 1.01456628e-014 3.18714059e-032 5.38714875e-062 4.35847575e-108
 7.45910985e-175 6.30552809e-267 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000]",0.8934327053712053,-0.7891578315663139,0.20956176250261543
0.6000000000000001,"[-14.83196639 -13.89577916 -12.95959192 -12.02340468 -11.08721744
 -10.15103021  -9.21484297  -8.27865573  -7.34246849  -6.40628126
  -5.47009402  -4.53390678  -3.59771954  -2.66153231  -1.72534507
  -0.78915783   0.14702941   1.08321664   2.01940388   2.95559112
   3.89177836   4.82796559   5.76415283   6.70034007   7.63652731
   8.57271454   9.50890178  10.44508902  11.38127626  12.31746349
  13.25365073  14.18983797]","[0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 4.44674668e-253 1.22067531e-164 7.05785970e-101 3.39235884e-057
 2.80606745e-029 4.06932900e-013 4.72000497e-005 6.55729695e-002
 3.16009033e-001 3.13626375e-001 5.96383142e-002 3.46301829e-005
 2.03270516e-013 7.76210964e-030 4.13126129e-058 2.95072035e-102
 1.34254468e-166 9.70277792e-256 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000]",0.8599866741966561,0.14702940588117563,0.28502046361041816
0.7000000000000002,"[-14.83196639 -13.89577916 -12.95959192 -12.02340468 -11.08721744
 -10.15103021  -9.21484297  -8.27865573  -7.34246849  -6.40628126
  -5.47009402  -4.53390678  -3.59771954  -2.66153231  -1.72534507
  -0.78915783   0.14702941   1.08321664   2.01940388   2.95559112
   3.89177836   4.82796559   5.76415283   6.70034007   7.63652731
   8.57271454   9.50890178  10.44508902  11.38127626  12.31746349
  13.25365073  14.18983797]","[0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 3.49477621e-264 7.95116761e-173 1.18681672e-106 4.89872609e-061
 1.24356858e-031 2.14125614e-014 1.25233201e-005 4.32450629e-002
 3.04412474e-001 3.21888634e-001 8.61329589e-002 1.18418596e-004
 3.28747387e-012 1.38550656e-027 2.08927744e-054 1.17585793e-096
 1.26026761e-158 6.85301691e-245 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000]",0.8255655164066903,1.0832166433286652,0.164676681449199
0.8,"[-14.83196639 -13.89577916 -12.95959192 -12.02340468 -11.08721744
 -10.15103021  -9.21484297  -8.27865573  -7.34246849  -6.40628126
  -5.47009402  -4.53390678  -3.59771954  -2.66153231  -1.72534507
  -0.78915783   0.14702941   1.08321664   2.01940388   2.95559112
   3.89177836   4.82796559   5.76415283   6.70034007   7.63652731
   8.57271454   9.50890178  10.44508902  11.38127626  12.31746349
  13.25365073  14.18983797]","[0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.24737119e-275 2.67405832e-181 1.16356567e-112 4.62365821e-065
 4.00608005e-034 9.02764489e-016 2.90132398e-006 2.66043917e-002
 2.87739899e-001 3.26630939e-001 1.17257029e-001 3.58613983e-004
 4.33376854e-011 1.83216157e-025 7.04970566e-051 2.79282582e-091
 6.25238119e-151 2.25288395e-234 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000]",0.789102049780003,2.019403880776153,0.03275031786027381
0.9000000000000001,"[-14.83196639 -13.89577916 -12.95959192 -12.02340468 -11.08721744
 -10.15103021  -9.21484297  -8.27865573  -7.34246849  -6.40628126
  -5.47009402  -4.53390678  -3.59771954  -2.66153231  -1.72534507
  -0.78915783   0.14702941   1.08321664   2.01940388   2.95559112
   3.89177836   4.82796559   5.76415283   6.70034007   7.63652731
   8.57271454   9.50890178  10.44508902  11.38127626  12.31746349
  13.25365073  14.18983797]","[0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.99368461e-287 4.58147140e-190 6.56753505e-119 2.81882527e-069
 9.27884472e-037 3.01943484e-017 5.82001239e-007 1.51746012e-002
 2.65626371e-001 3.28934902e-001 1.51331845e-001 9.69186932e-004
 4.70164420e-010 1.81416334e-023 1.60560497e-047 4.00301530e-086
 1.66111370e-143 3.49539219e-224 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000]",0.7483770347450924,2.9555911182236443,0.00018319459257851064
1.0,"[-14.83196639 -13.89577916 -12.95959192 -12.02340468 -11.08721744
 -10.15103021  -9.21484297  -8.27865573  -7.34246849  -6.40628126
  -5.47009402  -4.53390678  -3.59771954  -2.66153231  -1.72534507
  -0.78915783   0.14702941   1.08321664   2.01940388   2.95559112
   3.89177836   4.82796559   5.76415283   6.70034007   7.63652731
   8.57271454   9.50890178  10.44508902  11.38127626  12.31746349
  13.25365073  14.18983797]","[0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.40687603e-299 3.94534602e-199 2.10712400e-125 1.09685715e-073
 1.52825312e-039 7.93152814e-019 1.00219594e-007 7.97437346e-003
 2.38306348e-001 3.29811656e-001 1.86203656e-001 2.35488734e-003
 4.23759799e-009 1.35935165e-021 2.49683608e-044 3.50542196e-081
 2.39449016e-136 2.59507647e-214 7.87491233e-320 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000]",0.7012648872363761,3.8917783556711343,2.2640959070113983e-10
,,,,4.827965593118622,6.560370924234159e-23
,,,,5.7641528305661085,1.1897344729155722e-45
,,,,6.700340068013602,1.669267614486308e-82
,,,,7.63652730546109,1.1402334900482927e-137
,,,,8.572714542908583,1.2357506979939e-215
,,,,9.50890178035607,3.75e-321
,,,,10.445089017803557,0.0
,,,,11.381276255251045,0.0
,,,,12.317463492698542,0.0
,,,,13.253650730146031,0.0
,,,,14.189837967593515,0.0
