\\FS1\Docs2\brendan.roycroft\My Documents\brwork\SFI\Confirm\Results\EpiRoughening\wafer\wafer_000712
0,12207031;-2 1 -1 2 3 -1 4 2 0 1 1 2 8 -1 5 8 8 12 17 29 42 88 171 14552 29385 31045 27912 11002 163 74 46 28 
0,24414062;-2 1 1 2 -1 2 4 4 2 3 2 2 4 -1 8 7 10 8 15 29 42 84 169 14672 29399 31037 27880 10893 163 72 46 27 
0,36621093;-1 4 2 1 1 0 2 1 0 3 2 1 4 1 6 8 6 14 16 26 45 87 171 14822 29442 31049 27860 10767 161 75 49 26 
0,48828124;1 4 0 1 1 -1 0 0 2 1 2 2 5 2 7 7 7 14 18 27 45 83 174 14971 29446 31025 27812 10631 161 75 45 24 
0,61035155;2 4 2 4 2 1 2 2 1 3 0 4 4 0 9 6 9 13 17 30 47 85 176 15110 29490 31039 27795 10509 159 72 46 30 
0,73242186;-1 2 0 1 0 3 4 2 0 5 2 4 4 -1 9 6 6 13 15 28 45 86 177 15273 29516 31019 27738 10363 160 74 47 27 
0,85449217;1 2 2 1 2 1 3 -1 1 3 1 0 1 -1 7 8 6 13 17 28 44 86 178 15418 29518 30999 27696 10233 158 74 44 24 
0,97656248;1 4 1 -1 -1 1 2 1 0 2 1 3 3 1 7 8 9 11 16 30 44 85 183 15589 29556 31005 27668 10090 157 72 47 28 
1,09863279;-2 4 0 2 2 0 -1 3 4 1 3 4 5 0 8 5 8 12 18 30 44 88 182 15740 29568 30985 27616 9953 155 74 46 27 
1,2207031;-1 2 -3 4 3 1 1 4 -1 3 1 1 6 1 7 7 8 11 16 28 47 88 183 15883 29594 30991 27594 9835 157 72 46 27 
1,34277341;2 3 -1 0 -2 2 2 1 0 0 0 3 5 1 7 5 9 11 16 31 45 89 185 16050 29630 30988 27545 9693 155 74 46 25 
1,46484372;1 3 1 1 2 1 2 -1 1 2 -1 3 5 0 7 7 9 12 18 28 46 89 188 16162 29632 30967 27502 9590 153 72 46 26 
1,58691403;-1 3 -1 2 1 1 0 1 -1 3 2 2 3 0 6 7 8 14 17 30 47 88 190 16327 29658 30970 27473 9448 153 73 45 28 
1,70898434;2 2 1 -1 1 0 1 3 0 4 2 3 5 1 9 7 11 14 17 29 46 89 191 16438 29675 30963 27436 9360 152 74 45 28 
1,83105465;-1 4 1 0 0 2 1 0 -1 4 -1 2 3 0 7 7 7 11 15 30 44 90 190 16582 29694 30967 27404 9231 152 70 45 28 
1,95312496;2 2 0 0 2 -2 -1 -1 1 2 1 0 6 -3 8 8 7 11 17 27 46 90 193 16731 29729 30971 27372 9117 151 74 45 27 
2,07519527;-2 5 -2 2 2 1 1 2 0 3 0 1 2 1 7 6 8 13 16 29 44 90 195 16902 29746 30947 27310 8975 152 70 44 25 
2,19726558;-1 3 1 1 3 1 3 0 1 1 1 2 5 1 7 6 7 12 15 29 47 91 198 17050 29746 30931 27266 8841 149 70 44 24 
