angle,x0,difference,slice,amplitude,rmse
-3.8245312499999997,-3.6678816174499085,0.15664963255009123,223.0,0.9869661063643635,43.951097134779374
-3.8049999999999997,-3.6491394527409007,0.15586054725909904,224.0,0.9863789557502762,41.817037391438824
-3.7854687499999997,-3.6315946400464707,0.15387410995352901,225.0,0.986789564730056,42.02296060881943
-3.7659374999999997,-3.6133156853460435,0.1526218146539562,226.0,0.9869073940447181,42.14457056543759
-3.7464062499999997,-3.594093045835138,0.15231320416486183,227.0,0.986338025471746,39.12936572662208
-3.7268749999999997,-3.5760695620675613,0.1508054379324384,228.0,0.9870037035441543,40.038963655029576
-3.7073437499999997,-3.5573467623841726,0.14999698761582714,229.0,0.9869785291225236,38.825215882101666
-3.6878124999999997,-3.5403547193781355,0.1474577806218642,230.0,0.986994441822171,39.64850501352054
-3.6682812499999997,-3.5208565706900665,0.1474246793099332,231.0,0.9876128865872228,39.25991349532751
-3.6487499999999997,-3.5019814364481223,0.1467685635518774,232.0,0.9877438187929563,39.55314024889581
-3.6292187499999997,-3.4846531986936924,0.14456555130630733,233.0,0.9872488352893136,38.36362228479626
-3.6096874999999997,-3.468604721836368,0.14108277816363168,234.0,0.9878200509947915,39.78736433052756
-3.5901562499999997,-3.449206320111466,0.14094992988853372,235.0,0.9873590402598708,37.43373898203934
-3.5706249999999997,-3.4318055453943455,0.13881945460565426,236.0,0.9874549408923693,38.682664231013916
-3.5510937499999997,-3.413002633698336,0.1380911163016636,237.0,0.9876545235991591,38.09333898177444
-3.5315624999999997,-3.395109805267982,0.13645269473201793,238.0,0.9877474344788054,37.44618011617387
-3.5120312499999997,-3.3756387414668985,0.13639250853310125,239.0,0.9873600947844858,36.70552897690192
-3.4924999999999997,-3.357495080249647,0.13500491975035267,240.0,0.9880136266813553,37.52097923420034
-3.4729687499999997,-3.3400265597729195,0.1329421902270802,241.0,0.9879252391885293,36.758705949606785
-3.4534374999999997,-3.322720920601988,0.13071657939801185,242.0,0.9877568454649989,37.89477397644032
-3.4339062499999997,-3.3032062217046323,0.13070002829536742,243.0,0.9884019180574134,37.22861444116366
-3.4143749999999997,-3.2835321337389387,0.130842866261061,244.0,0.9884966453440062,36.805998383475135
-3.3948437499999997,-3.2634509432154166,0.1313928067845831,245.0,0.9879571256755083,34.719461104291774
-3.3753124999999997,-3.2457097525861034,0.12960274741389632,246.0,0.9880952914813671,35.32708343816894
-3.3557812499999997,-3.2255494851090747,0.13023176489092503,247.0,0.9883341906750359,34.00466050027632
-3.3362499999999997,-3.2073484027381434,0.12890159726185635,248.0,0.9879619484461586,31.059827404618726
-3.3167187499999997,-3.1887455583842472,0.1279731916157525,249.0,0.988611331584015,28.846070058394975
-3.2971874999999997,-3.16836749949999,0.12882000050000952,250.0,0.9886659928141242,26.649583499390538
-3.2776562499999997,-3.1480777295956726,0.12957852040432716,251.0,0.9884193575597698,24.03529921275095
-3.2581249999999997,-3.12847822618068,0.12964677381931988,252.0,0.988556432895581,25.57954631138002
-3.2385937499999997,-3.11040848088911,0.1281852691108898,253.0,0.9885655237202434,24.174019878775788
-3.2190624999999997,-3.0925101505275165,0.12655234947248317,254.0,0.9885629665510799,24.920458697570528
-3.1995312499999997,-3.072921817063129,0.12660943293687055,255.0,0.9892644652231534,23.421367925801817
-3.1799999999999997,-3.053129103834726,0.1268708961652738,256.0,0.9895295871203649,23.527358991805773
-3.1604687499999997,-3.0318944530146243,0.12857429698537537,257.0,0.9892973658972234,25.120215597882535
-3.1409374999999997,-3.013321217231833,0.12761628276816683,258.0,0.990148603286589,26.435563840085507
-3.1214062499999997,-2.9957684579040986,0.1256377920959011,259.0,0.9896674799123029,27.489475836352455
-3.1018749999999997,-2.980533571565577,0.12134142843442275,260.0,0.9901691190265962,26.804816988287637
-3.0823437499999997,-2.962481884923095,0.11986186507690455,261.0,0.9900294133406442,26.67396323630662
-3.0628124999999997,-2.944677493618959,0.11813500638104069,262.0,0.9897504849504675,24.77455720376172
-3.0432812499999997,-2.927841927389785,0.11543932261021483,263.0,0.9895802963062096,24.201423521089083
-3.0237499999999997,-2.9119577921334945,0.11179220786650523,264.0,0.9898643615024982,24.96999261901363
-3.0042187499999997,-2.8919868291733817,0.11223192082661804,265.0,0.9892910307250837,25.92872698702395
-2.9846874999999997,-2.870986275426313,0.11370122457368659,266.0,0.9899908101934082,23.860703760317186
-2.9651562499999997,-2.8521369840655892,0.11301926593441047,267.0,0.9900343638270602,22.145760387852864
-2.9456249999999997,-2.8323243872023003,0.11330061279769943,268.0,0.9894846869482703,21.248991243826886
-2.9260937499999997,-2.8129901868839986,0.11310356311600112,269.0,0.9899878270035185,23.679316856401297
-2.9065624999999997,-2.791353070437938,0.1152094295620616,270.0,0.9895866683161452,27.61808246847852
-2.8870312499999997,-2.772822035519496,0.1142092144805038,271.0,0.9897310533696628,28.075264303016127
-2.8674999999999997,-2.752517541352036,0.11498245864796353,272.0,0.9898376103652073,30.865894100273984
-2.8479687499999997,-2.7339195512001244,0.1140491987998753,273.0,0.9900303630199652,32.50808158719558
-2.8284374999999997,-2.7151134308812876,0.11332406911871207,274.0,0.9895470612370001,32.45878128865224
-2.8089062499999997,-2.6976246216935476,0.11128162830645216,275.0,0.990099024114624,34.586240155048344
-2.7893749999999997,-2.679240697896384,0.11013430210361586,276.0,0.9897055119083465,36.6599471186529
-2.7698437499999997,-2.6626487603824995,0.10719498961750018,277.0,0.9897984510902583,37.00599989322463
-2.7503124999999997,-2.6453551489059577,0.10495735109404203,278.0,0.9901098435978175,38.314736696918054
-2.7307812499999997,-2.625803526287313,0.10497772371268654,279.0,0.990125879746121,38.37811581464603
-2.7112499999999997,-2.606700378223073,0.10454962177692684,280.0,0.989570914248155,36.55564400819298
-2.6917187499999997,-2.589197234577586,0.1025215154224135,281.0,0.9902248321686965,37.73681642291375
-2.6721874999999997,-2.5713595402411844,0.10082795975881531,282.0,0.9903865209092189,38.86317665817332
-2.6526562499999997,-2.5534524437626076,0.09920380623739211,283.0,0.9901976990218676,38.417034584384304
-2.6331249999999997,-2.5331604505580847,0.09996454944191502,284.0,0.9906598697613783,38.95386242010399
-2.6135937499999997,-2.5156735961030177,0.09792015389698205,285.0,0.9907297569427169,39.255893459338466
-2.5940624999999997,-2.4961758581965516,0.09788664180344808,286.0,0.991223531333222,39.738282968461064
-2.5745312499999997,-2.4797410157396165,0.09479023426038324,287.0,0.9907850790481818,38.219687995257694
-2.5549999999999997,-2.461606354265683,0.09339364573431652,288.0,0.9907264219848927,37.983202125882535
-2.5354687499999997,-2.4396517586241204,0.09581699137587929,289.0,0.9911457784185043,38.36451376907559
-2.5159374999999997,-2.4199109560687444,0.09602654393125531,290.0,0.9911034887431066,37.97233788367021
-2.4964062499999997,-2.4014796678112345,0.09492658218876526,291.0,0.9912055895056614,37.91884225723174
-2.4768749999999997,-2.3832782495988223,0.09359675040117743,292.0,0.9908403063181388,37.55918788658514
-2.4573437499999997,-2.3655562854058982,0.09178746459410148,293.0,0.9907363198319639,36.80984224643723
-2.4378124999999997,-2.3475858445083384,0.09022665549166131,294.0,0.9911299859513988,37.22324319328095
-2.4182812499999997,-2.3286085543188033,0.0896726956811964,295.0,0.9915269522751476,37.4701170806853
-2.3987499999999997,-2.309783899337993,0.08896610066200683,296.0,0.9909849168743727,35.93464023468659
-2.3792187499999997,-2.291032773063406,0.08818597693659358,297.0,0.9909543564344367,34.49930354922402
-2.3596874999999997,-2.2731630990669456,0.08652440093305414,298.0,0.9914232966657102,35.49701494380181
-2.3401562499999997,-2.2547256797831077,0.08543057021689204,299.0,0.9911706609604759,34.80655725016817
-2.3206249999999997,-2.237642825201194,0.08298217479880554,300.0,0.9909578688951977,34.07116901978132
-2.3010937499999997,-2.2185398818321356,0.08255386816786414,301.0,0.9913694646509548,32.444784587164825
-2.2815624999999997,-2.197712430693408,0.08385006930659156,302.0,0.9913656916120723,29.85937607272973
-2.2620312499999997,-2.1796524597256344,0.08237879027436534,303.0,0.9910623618552307,26.492128528663926
-2.2424999999999997,-2.159461156066549,0.08303884393345085,304.0,0.9912072449423902,24.12307297838337
-2.2229687499999997,-2.1416890585929877,0.08127969140701197,305.0,0.9913354564674514,23.10870204299269
-2.2034374999999997,-2.123372123923051,0.08006537607694852,306.0,0.9908042261876677,23.540465131827002
-2.1839062499999997,-2.101458011825736,0.08244823817426372,307.0,0.9913902712162368,23.8229146180003
-2.1643749999999997,-2.082856959545094,0.08151804045490563,308.0,0.9913655883924826,23.151798152144064
-2.1448437499999997,-2.0617619086100163,0.08308184138998342,309.0,0.9911238135165882,23.025823174925797
-2.1253124999999997,-2.04296413129459,0.08234836870540985,310.0,0.9914275506142278,24.09425435534256
-2.1057812499999997,-2.022767928834875,0.0830133211651245,311.0,0.9918802894424164,27.38804674744651
-2.0862499999999997,-2.0029195637639217,0.08333043623607805,312.0,0.9914433843035302,27.226933011712035
-2.0667187499999997,-1.9843800247916865,0.0823387252083132,313.0,0.9920284367705742,26.384709803680973
-2.0471874999999997,-1.9651460541534556,0.08204144584654416,314.0,0.9913906649649693,24.69152769221625
-2.0276562499999997,-1.9480168961575575,0.07963935384244225,315.0,0.99138702089246,23.545732335698187
