shifted_axis
-16.40716680123395
-15.318438572003792
-14.235737391787591
-13.15863526095761
-12.086704179886109
-11.019516148945355
-9.956643168507611
-8.897657238945142
-7.842130360630212
-6.789634533935084
-5.739741759232023
-4.692024036893293
-3.6460533672911573
-2.6014017507978817
-1.5576411877857288
-0.5143436786269636
0.5289187763061501
1.5725741766413484
2.617050522006367
3.6627758120289413
4.710178046336808
5.759685224557702
6.811725346319361
7.866726411249519
8.925116418975913
9.987323369126278
11.053775261328349
12.124900095209865
13.20112587039856
14.28288058652217
15.370592243208431
16.464688840085078
