\\FS1\Docs2\brendan.roycroft\My Documents\brwork\SFI\Confirm\Results\EpiRoughening\wafer\wafer_000761
0,12207031;-2 0 1 0 0 -1 2 1 -2 1 -2 0 3 -2 6 0 3 3 2 -1 0 -1 2 -2 2 1 -3 -1 1 4 5 1 
0,24414062;2 3 0 1 -1 -1 -1 1 0 2 0 1 0 -1 4 3 0 2 3 -1 0 -3 0 -3 -2 1 -4 0 4 3 6 3 
0,36621093;-3 1 0 -2 -1 -1 -1 2 1 3 -1 -1 6 -3 6 1 2 1 0 -1 -4 0 0 -4 0 0 -3 -1 3 2 5 2 
0,48828124;-2 -1 0 -2 0 1 1 -1 -2 0 -1 0 2 0 4 1 1 5 0 1 1 -2 2 -2 0 1 -5 0 0 3 4 3 
0,61035155;0 1 0 1 1 0 0 1 3 1 -1 1 4 -1 6 1 -1 2 0 0 -3 2 1 -2 -1 1 -3 -2 2 4 4 2 
0,73242186;-1 1 -1 3 0 -2 -1 0 0 -1 0 -1 1 -4 3 1 1 1 -2 3 1 1 1 -3 -1 1 -2 -3 1 2 5 0 
0,85449217;0 2 0 1 2 0 1 0 0 0 -1 1 3 2 3 1 1 5 -1 3 -1 -1 2 -2 -4 0 -3 -1 1 2 3 0 
0,97656248;-1 1 -1 0 0 -2 0 0 0 1 1 2 1 -2 7 2 1 3 -2 -1 -2 1 0 0 3 2 -4 -1 2 3 4 -1 
1,09863279;2 2 0 1 -1 1 -1 -1 -1 2 -1 2 2 -3 1 2 2 2 2 0 1 4 1 -4 0 0 0 0 1 2 3 1 
1,2207031;1 1 0 0 0 0 2 1 -2 -2 0 1 1 -2 5 2 2 3 2 2 0 -3 2 -4 0 2 -3 -1 3 3 4 3 
1,34277341;-2 1 -3 2 1 0 4 0 1 0 0 2 2 -1 4 2 3 3 -1 1 -2 -1 1 -4 -1 1 -2 -1 1 2 4 1 
1,46484372;-1 3 1 2 3 -3 1 -3 -1 0 -1 1 5 0 3 5 0 2 2 -1 -2 1 3 -4 1 2 -3 -1 1 1 4 1 
1,58691403;-3 2 0 1 -1 0 2 -3 -2 1 1 -1 3 -2 7 3 1 -1 -3 1 -3 0 0 -4 0 2 -1 1 3 1 4 -2 
1,70898434;-2 2 -2 -2 0 0 0 -1 0 2 0 0 5 -2 6 2 0 1 -1 3 -3 -2 1 -2 -1 2 -4 0 1 1 3 1 
1,83105465;0 2 -1 0 3 1 -1 -1 -2 2 2 -2 2 -3 8 2 2 4 -2 -1 -2 -3 3 -4 -2 0 0 0 1 3 2 1 
1,95312496;0 3 1 4 0 0 2 -1 -2 1 -1 2 2 0 7 1 1 0 -2 1 -1 -1 -1 0 0 1 -3 -1 1 2 3 0 
2,07519527;-1 4 -1 1 0 1 1 -1 -1 1 1 2 3 -1 3 2 1 3 1 0 -2 0 1 -4 0 5 -1 0 -1 2 3 0 
2,19726558;-3 0 0 0 0 0 1 2 0 3 0 3 6 -1 5 5 2 1 -1 0 0 -2 2 2 2 1 -2 1 2 3 3 1 
2,31933589;0 2 3 -1 0 -2 0 3 -1 2 1 2 2 -1 4 2 1 0 0 -2 -2 1 2 1 0 4 -2 -1 1 1 2 0 
2,4414062;-1 4 1 -2 1 -1 0 -1 0 1 1 0 3 0 6 3 2 2 -4 1 -1 -1 5 -1 0 2 -3 -1 1 3 3 3 
2,56347651;0 1 -1 2 0 -2 0 2 -3 2 0 0 1 0 7 2 1 1 -1 3 -2 2 1 -2 2 -2 -2 -3 1 5 4 0 
2,68554682;-2 2 1 2 0 1 0 -3 -2 2 0 1 3 -1 4 0 2 3 0 0 -3 -1 1 -3 1 0 -2 1 2 2 4 2 
2,80761713;1 1 1 2 1 -1 1 -1 1 1 -1 1 1 -3 4 1 -1 -1 0 3 -1 -1 0 0 -1 2 -4 -1 3 3 3 -1 
2,92968744;0 2 1 0 0 3 2 -1 0 -1 0 3 6 -4 4 1 2 2 -3 0 -1 0 2 -4 1 -1 -6 0 3 4 3 0 
3,05175775;-2 1 2 1 0 0 0 -1 -2 1 -1 1 4 -3 4 1 1 2 0 1 -2 -1 0 -4 -1 1 0 -3 3 4 7 2 
3,17382806;-1 -1 2 0 1 1 0 -1 -1 1 -1 0 3 -4 4 2 4 3 0 1 -3 -2 0 -3 2 0 -1 0 1 1 2 2 
3,29589837;0 1 1 1 -1 1 2 2 -1 0 0 -1 0 0 5 5 -1 2 0 1 -1 -1 0 -4 -1 2 -3 -1 3 3 4 1 
3,41796868;1 0 0 1 1 1 1 -1 -1 1 -1 3 3 -2 2 3 2 1 0 3 -2 -1 -1 -1 1 2 -3 -3 4 4 4 2 
3,54003899;0 -1 0 -2 1 1 -1 1 0 -1 0 2 5 0 5 5 -1 1 0 1 -1 -1 -1 -4 -1 4 -2 -2 0 3 1 2 
3,6621093;0 2 0 -3 1 -1 0 -2 0 -1 1 1 4 -2 4 -2 -1 1 -1 0 -2 -3 3 -5 0 2 -4 -2 0 4 3 -1 
